uf,municipio,segmento_cliente,natureza_juridica,fonte_cliente,cnae_codigo,cnae_descricao,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_idade_divida_mais_recente,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente
PE,RECIFE,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(200, 1000]","(50, 100]",0,0,,,0,,,,,,0
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(30000, 50000]","(4000, 5000]",1,0,14,Bancos e Financeiro,1,,,,,,0
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(200, 1000]","(1300, 1600]",0,0,,,1,,,"(0.0, 1.0]","(0, 5]",1,1
PE,CABO DE SANTO AGOSTINHO,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,47.23-7-00,Comércio varejista de bebidas,"(3000, 5000]","(1300, 1600]",0,0,,,0,,,,,,0
PE,GRAVATA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(1, 200]","(50, 100]",0,0,,,1,,,,,,1
PE,CARUARU,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(0, 1]","(1300, 1600]",0,0,,,1,,,,,,0
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(0, 25]",0,0,,,0,,,"(4.0, 4.5]","(20, 30]",1,1
PE,CARUARU,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(15000, 20000]","(100, 150]",0,0,,,1,,,,,,1
CE,FORTALEZA,Bar,213-5 - Empresário (Individual),Fonte 2,47.23-7-00,Comércio varejista de bebidas,"(8000, 10000]","(600, 750]",0,0,,,1,,,,,,0
CE,PACATUBA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(20000, 30000]","(900, 1150]",0,0,,,1,,,,,,0
CE,AQUIRAZ,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 1,55.10-8-01,Hotéis,"(100000, 200000]","(5000, 8000]",0,0,,,1,,,,,,0
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(2000, 3000]","(4000, 5000]",0,0,,,1,,,,,,0
CE,FORTALEZA,Saudável,213-5 - Empresário (Individual),Fonte 1,10.96-1-00,Fabricação de alimentos e pratos prontos,"(100000, 200000]","(2400, 3000]",0,0,,,1,,$,,"(50, 100]",1,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 3,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(750, 900]",0,0,,,0,,,,,,0
PE,CAMARAGIBE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,47.21-1-04,"Comércio varejista de doces, balas, bombons e semelhantes","(1000, 1500]","(100, 150]",0,0,,,1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 3,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(0, 25]",0,0,,,0,,,,,,0
PE,RECIFE,Bar,213-5 - Empresário (Individual),Fonte 2,47.23-7-00,Comércio varejista de bebidas,"(200, 1000]","(50, 100]",0,0,,,0,,,,,,0
PE,JABOATAO DOS GUARARAPES,Bar,213-5 - Empresário (Individual),Fonte 2,47.23-7-00,Comércio varejista de bebidas,"(3000, 5000]","(150, 250]",0,0,,,1,,,,,,0
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1, 200]","(0, 25]",0,0,,,1,,,,,,1
CE,GUAIUBA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento","(200, 1000]","(900, 1150]",2,0,8,Alimentos e Bebidas,0,,,,,,1
CE,ACARAPE,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(1150, 1300]",0,0,,,1,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(20000, 30000]","(350, 450]",0,0,,,1,,,,,,1
PE,IPOJUCA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-01,Restaurantes e similares,"(20000, 30000]","(0, 25]",0,0,,,1,,,,,,0
PE,RECIFE,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(3000, 5000]","(0, 25]",0,0,,,1,,,,,,1
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(200, 1000]","(50, 100]",0,0,,,0,,,,,,1
PE,RECIFE,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1500, 2000]","(0, 25]",0,0,,,1,,,,,,0
PE,CARUARU,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(20000, 30000]","(2400, 3000]",0,0,,,1,,,,,,0
PE,TAMANDARE,Bar,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(200, 1000]","(750, 900]",0,0,,,0,,,,,,1
PE,OLINDA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 2,47.23-7-00,Comércio varejista de bebidas,"(200, 1000]","(25, 50]",0,0,,,0,,,,,,1
PE,RECIFE,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 2,47.24-5-00,Comércio varejista de hortifrutigranjeiros,"(200, 1000]","(50, 100]",0,0,,,1,,,,,,0
PE,BEZERROS,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,47.21-1-03,Comércio varejista de laticínios e frios,"(5000, 8000]","(50, 100]",0,0,,,0,,,,,,1
CE,CASCAVEL,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 3,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(600, 750]",0,0,,,1,,,,,,0
CE,FORTALEZA,Açaí & Sorvetes,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(200, 1000]","(900, 1150]",1,0,14,Financeiro,1,,,,,,1
PB,JOAO PESSOA,Office - Escolas & Escritórios & Consultórios & Associações,213-5 - Empresário (Individual),Fonte 5,63.99-2-00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,"(200, 1000]","(2000, 2400]",0,1,4,,1,,,,,,1
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(2400, 3000]",0,0,,,0,,,,,,1
PE,PAULISTA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(2000, 2400]",0,0,,,1,,,,,,1
PE,CARUARU,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,47.61-0-03,Comércio varejista de artigos de papelaria,"(8000, 10000]","(600, 750]",0,0,,,1,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(1000, 1500]","(450, 600]",0,0,,,0,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(2400, 3000]",0,0,,,0,,,,,,0
PE,CABO DE SANTO AGOSTINHO,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(0, 1]","(2000, 2400]",0,0,,,1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(900, 1150]",0,0,,,0,,,,,,0
PE,CABO DE SANTO AGOSTINHO,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1500, 2000]","(350, 450]",0,0,,,1,,,,,,1
PE,CARUARU,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(350, 450]",0,0,,,0,,,,,,1
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.81-4-00,Comércio varejista de artigos do vestuário e acessórios,"(200, 1000]","(2000, 2400]",4,0,12,Saúde,0,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(8000, 10000]","(1150, 1300]",0,0,,,0,,,,,,0
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(20000, 30000]","(150, 250]",0,0,,,1,,,"(4.5, 5.0]","(100, 200]",1,1
PB,JOAO PESSOA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(2000, 3000]","(750, 900]",0,0,,,0,,,,,,0
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 3,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(450, 600]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 4,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(15000, 20000]","(25, 50]",0,0,,,1,,,,,,0
PE,JABOATAO DOS GUARARAPES,Japonês & Chinês & Asiático,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(30000, 50000]","(0, 25]",0,0,,,1,,,"(4.0, 4.5]","(300, 500]",1,0
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(2000, 3000]","(50, 100]",0,0,,,0,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 3,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(8000, 10000]","(900, 1150]",0,0,,,1,,,,,,0
PB,JOAO PESSOA,Cozinha Industrial,206-2 - Sociedade Empresária Limitada,Fonte 2,10.99-6-99,Fabricação de outros produtos alimentícios não especificados anteriormente,"(50000, 70000]","(5000, 8000]",0,0,,,0,,,,,,0
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(25, 50]",0,0,,,0,,,"(3.0, 4.0]","(0, 5]",1,0
CE,CAUCAIA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento","(20000, 30000]","(1300, 1600]",0,0,,,0,,,,,,0
CE,EUSEBIO,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,10.93-7-01,Fabricação de produtos derivados do cacau e de chocolates,"(8000, 10000]","(100, 150]",0,0,,,0,,,,,,0
CE,FORTALEZA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 3,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(1500, 2000]","(25, 50]",0,0,,,1,,,,,,0
PE,CAMARAGIBE,Bar,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1, 200]","(2400, 3000]",4,0,19,"Alimentos e Bebidas, Alimentos e Bebidas",1,,$,"(4.0, 4.5]","(30, 50]",1,1
CE,FORTALEZA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 3,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(150, 250]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(1150, 1300]",0,0,,,1,,,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(5000, 8000]","(50, 100]",0,0,,,0,,,,,,1
CE,FORTALEZA,Cafeteria,213-5 - Empresário (Individual),Fonte 3,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(2000, 2400]",0,0,,,0,,,,,,0
PE,IPOJUCA,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(10000, 15000]","(900, 1150]",0,0,,,0,,$,,,,0
CE,MARANGUAPE,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(200, 1000]","(50, 100]",0,0,,,1,,,,,,1
PE,CABO DE SANTO AGOSTINHO,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 2,56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,"(70000, 100000]","(3000, 4000]",0,64,2,,1,,,,,,0
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(1600, 2000]",0,0,,,1,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(200, 1000]","(100, 150]",0,0,,,1,,,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(200, 1000]","(1150, 1300]",0,0,,,0,,,,,,1
PE,CARUARU,Atacarejo & Supermercado,213-5 - Empresário (Individual),Fonte 2,47.21-1-03,Comércio varejista de laticínios e frios,"(10000, 15000]","(100, 150]",0,0,,,0,,,,,,0
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(2000, 3000]","(0, 25]",0,0,,,1,,,,,,0
PE,CARUARU,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(3000, 5000]","(3000, 4000]",1,0,9,Telecomunicações,0,,,,,,1
PE,CARUARU,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,47.21-1-03,Comércio varejista de laticínios e frios,"(3000, 5000]","(100, 150]",0,0,,,1,,,,,,1
PE,JABOATAO DOS GUARARAPES,Conveniência,213-5 - Empresário (Individual),Fonte 3,47.55-5-02,Comercio varejista de artigos de armarinho,"(0, 1]","(4000, 5000]",0,0,,,1,,,"(4.5, 5.0]","(5, 10]",1,0
PB,CABEDELO,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(1500, 2000]","(1150, 1300]",0,0,,,1,,,,,,1
PE,RECIFE,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(0, 1]","(50, 100]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,10.92-9-00,Fabricação de biscoitos e bolachas,"(200, 1000]","(350, 450]",0,0,,,0,,,,,,1
PE,JABOATAO DOS GUARARAPES,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(0, 25]",0,0,,,0,,,,,,0
PE,RECIFE,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.23-7-00,Comércio varejista de bebidas,"(200, 1000]","(50, 100]",0,0,,,1,,,,,,1
CE,FORTALEZA,Cozinha Industrial,213-5 - Empresário (Individual),Fonte 3,33.14-7-07,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,"(3000, 5000]","(1600, 2000]",2,0,5,Comércio,1,,,,,,1
CE,MARACANAU,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 3,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(2400, 3000]",0,0,,,0,,,,,,0
CE,CAUCAIA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 3,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(3000, 4000]",0,0,,,0,,$,,,,0
CE,CASCAVEL,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(200, 1000]","(50, 100]",0,0,,,1,,,,,,1
CE,FORTALEZA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(200, 1000]","(2400, 3000]",0,1,59,,1,,,,,,1
CE,FORTALEZA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 3,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(450, 600]",0,0,,,1,,,,,,0
CE,PINDORETAMA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(15000, 20000]","(150, 250]",0,0,,,0,,,,,,0
CE,MARACANAU,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 3,56.11-2-01,Restaurantes e similares,"(50000, 70000]","(900, 1150]",18,0,8,"Bancos e Financeiro, Bancos e Financeiro",1,,,,,,1
PE,OLINDA,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(1, 200]","(50, 100]",0,0,,,1,,,,,,1
PE,OLINDA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 1,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(1500, 2000]","(50, 100]",0,0,,,0,,,,,,0
PE,OLINDA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-01,Restaurantes e similares,"(100000, 200000]","(50, 100]",0,0,,,0,,,"(3.0, 4.0]","(0, 5]",1,0
PB,SANTA RITA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,47.13-0-02,"Lojas de variedades, exceto lojas de departamentos ou magazines","(2000, 3000]","(150, 250]",0,0,,,1,,,,,,0
CE,FORTALEZA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(15000, 20000]","(0, 25]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(2000, 3000]","(750, 900]",0,0,,,1,,,,,,1
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(200, 1000]","(1600, 2000]",1,0,19,Bancos e Financeiro,1,,$,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(0, 1]","(100, 150]",0,0,,,1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(750, 900]",0,0,,,0,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,"(1, 200]","(2000, 2400]",6,0,26,Saúde,1,"(30, 50]",$$$,,,,0
PE,RECIFE,Distribuidor,213-5 - Empresário (Individual),Fonte 5,47.51-2-01,Comércio varejista especializado de equipamentos e suprimentos de informática,"(20000, 30000]","(150, 250]",0,0,,,0,,,,,,1
PE,RECIFE,Hambúrguer,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(0, 25]",0,0,,,0,,,,,,1
PE,CAMARAGIBE,Bar,213-5 - Empresário (Individual),Fonte 1,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(8000, 10000]","(1600, 2000]",0,0,,,0,,,,,,0
CE,MARACANAU,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 3,43.99-1-03,Obras de alvenaria,"(200, 1000]","(0, 25]",0,0,,,0,,,,,,1
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.24-5-00,Comércio varejista de hortifrutigranjeiros,"(8000, 10000]","(1600, 2000]",2,0,19,Financeiro,0,,,,,,0
PE,RECIFE,Atacarejo & Supermercado,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(1300, 1600]",0,0,,,0,,,,,,0
CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 3,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(15000, 20000]","(8000, 25000]",0,0,,,0,,,,,,0
CE,ITAITINGA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(1500, 2000]","(1600, 2000]",1,0,20,Tecnologia e Pagamentos,0,,,,,,1
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(20000, 30000]","(450, 600]",0,0,,,0,,,,,,1
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(3000, 5000]","(0, 25]",0,0,,,0,,,,,,0
CE,FORTALEZA,Distribuidor,213-5 - Empresário (Individual),Fonte 5,47.55-5-03,"Comercio varejista de artigos de cama, mesa e banho (Dispensada *)","(8000, 10000]","(0, 25]",0,0,,,0,,,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(450, 600]",0,0,,,1,,,,,,0
PB,SANTA RITA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(350, 450]",0,0,,,0,,,,,,1
